paper_id,year,title,for_l2,for_l4
pub.1164961349,2023,"A cross-disorder study to identify causal relationships, shared genetic variants, and genes across 21 digestive disorders",Biological Sciences; Health Sciences,Genetics
pub.1164962249,2023,Causal relationship between coffee intake and neurological diseases: a Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences; Nutrition and Dietetics
pub.1164965941,2023,Novel Alzheimer’s disease genes and epistasis identified using machine learning GWAS platform,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1164966478,2023,Use of statins and risk of uterine leiomyoma: A cohort study in the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Unclassified
pub.1164968004,2023,Associations between genetically predicted sex and growth hormones and facial aging in the UK Biobank: a two−sample Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1164969568,2023,Challenges in undertaking nonlinear Mendelian randomization,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1164970645,2023,"Metabolic syndrome, genetic susceptibility, and risk of chronic obstructive pulmonary disease: The UK Biobank Study",Biomedical and Clinical Sciences,Clinical Sciences
pub.1164970753,2023,Infection burden and its association with neurite orientation dispersion and density imaging markers in the UK Biobank,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Immunology; Neurosciences
pub.1164973897,2023,Psychosocial moderators of polygenic risk scores of inflammatory biomarkers in relation to GrimAge,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Neurosciences
pub.1164976703,2023,"Association between sleep patterns, lifestyle behaviours, genetic predisposition and risk of adult‐onset asthma",Biomedical and Clinical Sciences,Immunology
pub.1164980561,2023,Circulating metabolomic profile links the MIND diet to cognitive function in middle-aged and older adults,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1164983055,2023,Urinary stone disease: closing the heritability gap by challenging conventional Mendelian inheritance,Biomedical and Clinical Sciences,Clinical Sciences
pub.1164984563,2023,The impact of projected increases in obesity prevalence on incident liver disease in the UK: Insights from Bayesian-network modelling,Health Sciences,Public Health
pub.1164985114,2023,Impact of Particulate Matter Air Pollution on 25-Hydroxyvitamin D Levels: A Mendelian Randomization Study,Environmental Sciences; Health Sciences,Epidemiology; Pollution and Contamination
pub.1164987491,2023,Association between periodontal diseases and chronic obstructive pulmonary disease: Evidence from sequential cross‐sectional and prospective cohort studies based on UK Biobank,Biomedical and Clinical Sciences,Dentistry
pub.1164989329,2023,"Genome wide association joint analysis reveals 99 risk loci for pain susceptibility and pleiotropic relationships with psychiatric, metabolic, and immunological traits",Biological Sciences,Genetics
pub.1164989834,2023,Implementation of Risk-Stratified Breast Cancer Prevention With a Polygenic Risk Score Test in Clinical Practice,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Genetics; Health Services and Systems; Oncology and Carcinogenesis
pub.1164991160,2023,Diabetes and the risk of cirrhosis and HCC: An analysis of the UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences
pub.1164992152,2023,Clustering of predicted loss-of-function variants in genes linked with monogenic disease can explain incomplete penetrance,Biological Sciences,Genetics
pub.1164992155,2023,Causal effect of serum 25 hydroxyvitamin D concentration on cardioembolic stroke: Evidence from Two-sample Mendelian randomization,Health Sciences,Epidemiology
pub.1164992166,2023,Different Combinations of the Metabolic Syndrome Criteria and Cardiovascular Disease,Health Sciences,Epidemiology; Public Health
pub.1164992253,2023,Genome-wide meta-analysis conducted in three large biobanks expands the genetic landscape of lumbar disc herniations,Biological Sciences; Biomedical and Clinical Sciences,Genetics
pub.1165004978,2023,Accelerated brain change in healthy adults is associated with genetic risk for Alzheimer’s disease and uncovers adult lifespan memory decline,Psychology,Biological Psychology
pub.1165005060,2023,Genetically predicted smoking behaviors on Graves’ disease: A two-sample mendelian randomization,Health Sciences,Epidemiology
pub.1165005069,2023,Phenotypes associated with genetic determinants of type I interferon regulation in the UK Biobank: a protocol,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Genetics
pub.1165005083,2023,Snoring and risk of dementia: a prospective cohort and Mendelian randomization study,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1165005098,2023,Machine Learning Strategies for Improved Phenotype Prediction in Underrepresented Populations,Biological Sciences,Genetics
pub.1165005156,2023,Could Metformin use reduce abdominal aortic aneurysm risk? A Mendelian randomisation study using known Metformin targets,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Epidemiology
pub.1165026987,2023,Assessments of dietary intake and polygenic risk score in associations with colorectal cancer risk: evidence from the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Oncology and Carcinogenesis; Public Health
pub.1165027078,2023,Sex differences in risk factors for incident peripheral artery disease hospitalisation or death: Cohort study of UK Biobank participants,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Public Health
pub.1165027539,2023,The associations of alcoholic liver disease and nonalcoholic fatty liver disease with bone mineral density and the mediation of serum 25-Hydroxyvitamin D: A bidirectional and two-step Mendelian randomization,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences; Mathematical Sciences,Clinical Sciences; Epidemiology; Genetics; Statistics
pub.1165027576,2023,Association of unsweetened and sweetened tea consumption with the risk of new-onset chronic kidney disease: Findings from UK Biobank and Coronary Artery Risk Development in Young Adults (CARDIA) study,Health Sciences,Epidemiology
pub.1165028807,2024,Bayesian Meta-Learning for Improving Generalizability of Health Prediction Models With Similar Causal Mechanisms,Information and Computing Sciences,Machine Learning
pub.1165035434,2023,Systematic differences in discovery of genetic effects on gene expression and complex traits,Biological Sciences,Genetics
pub.1165036910,2023,Impact of gene-by-trauma interaction in MDD-related multimorbidity clusters,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165041839,2023,Ethnic disparities in bidirectional causal effects between serum uric acid concentrations and kidney function: Trans-ethnic Mendelian randomization study,Health Sciences,Epidemiology
pub.1165045780,2023,"Different Sources of Fiber Intake and Risk of 17 Specific Cancers and All Cancers Combined: Prospective Study of 364,856 Participants in the UK Biobank",Health Sciences,Epidemiology
pub.1165048535,2023,Metabolomic biomarkers of habitual B vitamin intakes unveil novel differentially methylated positions in the human epigenome,Biological Sciences,Genetics
pub.1165049828,2023,Maternal Periodontitis May Cause Lower Birth Weight in Children: Genetic Evidence from a Comprehensive Mendelian Randomization Study on Periodontitis and Pregnancy,Biomedical and Clinical Sciences; Health Sciences,Reproductive Medicine
pub.1165050204,2023,Associations of physical frailty with incidence and mortality of overall and site-specific cancers: A prospective cohort study from UK biobank,Health Sciences,Epidemiology; Public Health
pub.1165050214,2023,A genetic correlation analysis between addiction-related traits and chronic bowel disorders,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165051335,2023,Association of cholecystectomy with osteoporosis risk: a prospective study using data from the UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165054362,2023,Total and regional fat-to-muscle mass ratio and risk of incident breast and ovarian cancers,Health Sciences,Health Services and Systems
pub.1165054863,2023,Inverse association of glucosamine use and risk of new-onset kidney stones in UK adults with less sedentary time,Health Sciences,Epidemiology; Public Health
pub.1165055589,2023,Genetic architecture of routinely acquired blood tests in a UK cohort of South Asian ancestry reveals ancestry-specific causal variants,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165057676,2023,Risk assessment of venous thromboembolism in inflammatory bowel disease by inherited risk in a population-based incident cohort,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165059199,2023,"Polygenic predisposition, sleep duration, and depression: evidence from a prospective population-based cohort",Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1165059563,2023,Psychiatric Disorders and Dietary Habits: An Investigation using Mendelian Randomization Analysis and Insights into Gene Expression Regulatory Mechanisms,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1165061538,2023,"Genome-wide association study in 404,302 individuals identifies 7 significant loci for reaction time variability",Biomedical and Clinical Sciences; Psychology,Biological Psychology; Pharmacology and Pharmaceutical Sciences
pub.1165063546,2023,Prognostic Significance of Different Ventricular Ectopic Burdens During Submaximal Exercise in Asymptomatic UK Biobank Subjects,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences
pub.1165064694,2023,Two human brain systems micro-structurally associated with obesity,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences
pub.1165064836,2023,"Different cortical connectivities in human females and males relate to differences in strength and body composition, reward and emotional systems, and memory",Biomedical and Clinical Sciences,Medical Physiology; Neurosciences
pub.1165066546,2023,"Understanding and Predicting Polycystic Ovary Syndrome through Shared Genetic Architecture with Testosterone, SHBG, and Inflammatory Markers",Health Sciences; Human Society,Epidemiology
pub.1165074072,2023,Interaction between Genetic Risks and Socioeconomic Factors on Thyroid Cancer: Evidence from 0.5 Million UK Biobank Participants,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1165082111,2023,Associations between natural sunlight exposure and brain structural markers: a prospective study in the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1165082298,2023,"Weighted burden analysis of rare coding variants in 470,000 exome-sequenced UK Biobank subject characterises effects on hyperlipidaemia risk",Biological Sciences,Genetics
pub.1165092128,2023,Multi-Trait Exome-Wide Association Study of Back Pain-Related Phenotypes,Biological Sciences,Genetics
pub.1165101390,2023,Genetically proxied vitamin B12 and homocysteine in relation to life course adiposity and body composition,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1165103836,2023,Proteome-wide Mendelian randomization identifies candidate causal proteins for cardiovascular diseases,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1165103945,2023,Resting state changes in aging and Parkinson’s disease are shaped by underlying neurotransmission – a normative modeling study,Psychology,Biological Psychology
pub.1165104012,2023,Distinct longitudinal brain white matter microstructure changes and associated polygenic risk of common psychiatric disorders and Alzheimer’s disease in the UK Biobank,Psychology,Biological Psychology
pub.1165107690,2023,Multi-system diseases and death trajectory of metabolic dysfunction-associated fatty liver disease: findings from the UK Biobank,Health Sciences,Epidemiology; Public Health
pub.1165116067,2023,Cardiometabolic health across menopausal years is linked to white matter hyperintensities up to a decade later,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Epidemiology; Public Health
pub.1165123966,2023,Rare predicted loss of function alleles in Bassoon (BSN) are associated with obesity,Biological Sciences; Biomedical and Clinical Sciences,Genetics
pub.1165124627,2023,"An analysis on history of childhood adversity, anxiety, and chronic pain in adulthood and the influence of inflammatory biomarker C-reactive protein",Biomedical and Clinical Sciences,Clinical Sciences
pub.1165126873,2023,Joint associations of asthma and sleep duration with cardiovascular disease and all-cause mortality: a prospective cohort study,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1165127076,2023,Higher ultra-processed food intake is associated with adverse liver outcomes: a prospective cohort study of UK Biobank participants,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1165131121,2023,Circulating Metabolites and Dental Traits: A Mendelian Randomization Study,Biomedical and Clinical Sciences,Dentistry
pub.1165137691,2023,GWAS for the composite traits of hematuria and albuminuria,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165138312,2023,"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease",Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1165138959,2023,Serum cystatin C for risk stratification of prediabetes and diabetes populations,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165139921,2023,Healthy dietary patterns and the risk of individual chronic diseases in community-dwelling adults,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1165142346,2023,Mobile Phone Use and Risks of Overall and 25 Site-Specific Cancers: A Prospective Study from the UK Biobank Study.,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Health Services and Systems; Oncology and Carcinogenesis
pub.1165142750,2023,Determinants of mosaic chromosomal alteration fitness,Biological Sciences; Biomedical and Clinical Sciences,Genetics
pub.1165146720,2023,Association of cardiometabolic multimorbidity and adherence to a healthy lifestyle with incident dementia: a large prospective cohort study,Health Sciences,Health Services and Systems; Public Health
pub.1165147171,2023,Temperature around conception and metabolic health in adulthood: Evidence from the UK Biobank,Health Sciences,Public Health
pub.1165147511,2023,Polygenic Risk Scores for cancer mortality prediction,Health Sciences,Epidemiology; Health Services and Systems
pub.1165150130,2024,Second-order group knockoffs with applications to GWAS,Biological Sciences; Mathematical Sciences,Genetics; Statistics
pub.1165150601,2023,A scalable approach to characterize pleiotropy across thousands of human diseases and complex traits using GWAS summary statistics,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165154678,2023,Association of plasma branched-chain amino acid with multiple cancers: A mendelian randomization analysis,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1165155534,2023,Associations of genetically predicted circulating levels of cytokines with telomere length: a Mendelian randomization study,Biological Sciences; Biomedical and Clinical Sciences,Biochemistry and Cell Biology; Genetics; Immunology
pub.1165156385,2023,HLA-C*07:01 and HLA-DQB1*02:01 protect against white matter hyperintensities and deterioration of cognitive function: A population-based cohort study,Biomedical and Clinical Sciences,Immunology
pub.1165157458,2023,Multiple long-term conditions in people with psoriasis: a latent class and bidirectional Mendelian randomization analysis,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165161755,2023,"Ambient air pollution exposure, plasma metabolomic markers, and risk of type 2 diabetes: A prospective cohort study",Chemical Sciences; Engineering; Environmental Sciences,Unclassified
pub.1165161760,2023,Loneliness is related to smaller gray matter volumes in ACC and right VLPFC in people with major depression: a UK biobank study,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Clinical Sciences
pub.1165163539,2023,"Neutrophil extracellular trap increase the risk of sepsis: a two-sample, one-way Mendelian randomization study",Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1165163735,2023,Association between Liver MRI Proton Density Fat Fraction and Liver Disease Risk.,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165165049,2023,An Artificial Intelligence Method for Phenotyping of OCT Scans Using Unsupervised and Self-supervised Deep Learning,Biomedical and Clinical Sciences; Information and Computing Sciences,Ophthalmology and Optometry
pub.1165165163,2023,"Analysis of rare coding variants in 470,000 exome-sequenced subjects characterises contributions to risk of type 2 diabetes",Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Genetics
pub.1165173508,2023,SH2B1 Tunes Hippocampal ERK Signaling to Influence Fluid Intelligence in Humans and Mice,Biological Sciences; Biomedical and Clinical Sciences; Psychology,Biological Psychology; Genetics
pub.1165182445,2023,Identifying and ranking novel independent features for cardiovascular disease prediction in people with type 2 diabetes,Health Sciences,Epidemiology
pub.1165182453,2023,Device-measured vigorous intermittent lifestyle physical activity and major cardiovascular events,Biomedical and Clinical Sciences; Health Sciences,Public Health
pub.1165189544,2023,Casual relationship between sepsis and cortical volume :A Bidirectional Two-sample Mendelian Randomization Study,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1165189717,2023,Causal effects between negative moods and cardiovascular diseases: a Mendelian randomization study,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1165205829,2023,The association between thyroid and breast cancers: a bidirectional mendelian randomization study,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1165206973,2023,Association of BMI and waist circumference with diabetic microvascular complications: A prospective cohort study from the UK Biobank and Mendelian randomization analysis,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1165207767,2023,Personalised lung cancer risk stratification and lung cancer screening: do general practice electronic medical records have a role?,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1165208789,2023,Dietary Inflammatory Indices Are Not Associated With Inflammatory Bowel Disease Incidence and Progression,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1165211941,2023,Causal association of nonalcoholic fatty liver disease with 22 extrahepatic cancers: A Mendelian randomization study,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1165212199,2023,Causality between urate levels with sarcopenia-related traits: a bi-directional Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165213706,2023,Abdominal organ segmentation via deep diffeomorphic mesh deformations,Information and Computing Sciences,"Graphics, Augmented Reality and Games"
pub.1165219778,2023,Biological age estimation using circulating blood biomarkers,Biological Sciences; Biomedical and Clinical Sciences,Unclassified
pub.1165220704,2023,"In people with type 2 diabetes, sarcopenia is associated with the incidence of cardiovascular disease: A prospective cohort study from the UK Biobank",Biomedical and Clinical Sciences,Clinical Sciences
pub.1165221255,2023,"Rare variants with large effects provide functional insights into the pathology of migraine subtypes, with and without aura",Biological Sciences,Genetics
pub.1165221296,2023,Loss of Cardiac Splicing Regulator RBM20 Is Associated With Early-Onset Atrial Fibrillation,Biomedical and Clinical Sciences,Medical Physiology
pub.1165222885,2023,Understanding covid-19 outcomes among people with intellectual disabilities in England,Health Sciences,Epidemiology; Health Services and Systems; Public Health
pub.1165222986,2023,Risk of subarachnoid haemorrhage reduces with blood pressure values below hypertensive thresholds,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1165230543,2023,Personalized Initial Screening Age for Colorectal Cancer in Individuals at Average Risk,Health Sciences,Epidemiology; Public Health
pub.1165230836,2023,Association Between Triglycerides and Risk of Dementia in Community-Dwelling Older Adults,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1165231162,2023,Association of visceral adipose tissue with gout: Observational and Mendelian randomization analyses,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165232907,2023,Machine Learning Enables Single-Score Assessment of MASLD Presence and Severity,Health Sciences,Health Services and Systems
pub.1165232918,2023,Mapping the landscape of lineage-specific dynamic regulation of gene expression using single-cell transcriptomics and application to genetics of complex disease,Biological Sciences,Bioinformatics and Computational Biology; Genetics
pub.1165232967,2023,Large-scale brainstem neuroimaging and genetic analyses provide new insights into the neuronal mechanisms of hypertension,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165248379,2023,Using polygenic risk scores for prioritising individuals at greatest need of a CVD risk assessment,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165248545,2023,Relationships between body fat distribution and metabolic syndrome traits and outcomes: A mendelian randomization study,Health Sciences,Epidemiology
pub.1165250776,2023,A Mendelian randomization study revealed a causal link between napping and deep vein thrombosis (DVT),Biomedical and Clinical Sciences,Clinical Sciences
pub.1165260245,2023,"Relationship of serum 25-hydroxyvitamin D, obesity with new-onset obstructive sleep apnea",Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Nutrition and Dietetics
pub.1165262162,2023,Associations of Fish and Fish Oil Consumption With Incident Inflammatory Bowel Disease: A Population-Based Prospective Cohort Study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165264179,2023,Power of inclusion: Enhancing polygenic prediction with admixed individuals,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165265712,2023,The impact of early adversity on the cerebral cortex - a Mendelian randomization study,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Neurosciences
pub.1165266842,2023,"Comprehensive assessment of sleep duration, insomnia, and brain structure within the UK Biobank cohort",Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1165266999,2023,Intronic Germline DICER1 Variants in Patients With Sertoli-Leydig Cell Tumor,Biomedical and Clinical Sciences,Clinical Sciences; Oncology and Carcinogenesis
pub.1165267649,2023,Genome‐Wide Association Study of Pericardial Fat Area in 28 161 UK Biobank Participants,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165267877,2023,A Population-Based Outcome-Wide Association Study of the Comorbidities and Sequelae Following COVID-19 Infection,Health Sciences,Epidemiology; Public Health
pub.1165284451,2023,Polygenic Background Modifies Risk of Coronary Artery Disease Among Individuals With Heterozygous Familial Hypercholesterolemia,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1165288199,2023,Systematic discovery of gene-environment interactions underlying the human plasma proteome in UK Biobank,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165288209,2023,Sex-specific cardiovascular risk factors in the UK Biobank,Health Sciences,Epidemiology
pub.1165298895,2023,Decoding the Genetic Links Between Substance Use Disorder and Cancer Vulnerability,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1165299001,2023,Effect of testosterone on within-sex gene expression across 40 human tissues,Biological Sciences,Genetics
pub.1165314005,2023,"Plasma adiponectin levels and risk of heart failure, atrial fibrillation, aortic valve stenosis, and myocardial infarction: large-scale observational and Mendelian randomization evidence",Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165315506,2023,Prospective study of depressive symptoms and incident cardiovascular diseases in people with type 2 diabetes,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Epidemiology; Health Services and Systems
pub.1165317019,2023,Association of Cardiovascular Health With Risk of Incident Depression and Anxiety,Biomedical and Clinical Sciences; Health Sciences,Public Health
pub.1165318606,2023,The association between inflammatory bowel disease and all-cause and cause-specific mortality in the UK Biobank,Health Sciences,Epidemiology; Public Health
pub.1165325073,2023,Age at job initiation and risk of coronary heart disease: findings from the UK biobank cohort study,Health Sciences,Epidemiology; Public Health
pub.1165325074,2023,Genetic correlation for alcohol consumption between Europeans and East Asians,Biological Sciences,Genetics
pub.1165328775,2023,Evidence of shared genetic factors in the etiology of gastrointestinal disorders and endometriosis and clinical implications for disease management,Biomedical and Clinical Sciences,Unclassified
pub.1165328902,2023,GWAS of lipids in Greenlanders finds association signals shared with Europeans and reveals an independent PCSK9 association signal,Biological Sciences,Genetics
pub.1165332330,2023,ANTsX neuroimaging-derived structural phenotypes of UK Biobank,Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1165335007,2023,"Serum 25-hydroxyvitamin D, type 2 diabetes, and liver-related outcomes: Secondary data analysis of a prospective recruited cohort",Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1165335513,2023,APOE4 poses opposite effects of plasma LDL on white matter integrity in older adults,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1165335685,2023,Modelling a two-stage adult population screen for autosomal dominant familial hypercholesterolaemia: cross-sectional analysis within the UK Biobank,Biological Sciences; Health Sciences,Genetics
pub.1165344151,2023,3D Shape Analysis of Scoliosis,Information and Computing Sciences,"Graphics, Augmented Reality and Games"
pub.1165347859,2023,Boosting the power of rare variant association studies by imputation using large-scale sequencing population,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165347887,2023,Mendelian Randomization Study of Whole Blood Viscosity and Cardiovascular Diseases,Health Sciences,Epidemiology
pub.1165363045,2023,Potential Causal Association between Elevated Gamma-Glutamyl Transferase Level and Stroke: A Two-Sample Mendelian Randomization Study,Biological Sciences; Biomedical and Clinical Sciences,Biochemistry and Cell Biology; Bioinformatics and Computational Biology; Medical Biotechnology
pub.1165375865,2023,Evaluating the effects of high-throughput structural neuroimaging predictors on whole-brain functional connectome outcomes via network-based vector-on-matrix regression,Information and Computing Sciences; Psychology,Biological Psychology
pub.1165377471,2023,"Digestive System Diseases, Genetic Risk, and Incident Dementia: A Prospective Cohort Study",Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Health Services and Systems
pub.1165382199,2023,The causal link between cardiometabolic risk factors and gray matter atrophy: An exploratory study,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1165384711,2023,Higher fresh fruit intake relates to larger grey matter volumes in areas involved in dementia and depression: A UK Biobank study,Biomedical and Clinical Sciences; Health Sciences,Nutrition and Dietetics
pub.1165387633,2023,Dietary Sodium Intake and Risk of Incident Type 2 Diabetes,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1165388814,2023,Childhood adversity and COVID-19 outcomes in the UK Biobank,Health Sciences,Public Health
pub.1165390155,2023,Phenotypic and Genetic Characteristics of Retinal Vascular Parameters and their Association with Diseases,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165391496,2024,Association of Somatic TET2 Mutations With Giant Cell Arteritis,Biomedical and Clinical Sciences,Ophthalmology and Optometry
pub.1165394305,2023,Increased Maternal Compared to Paternal Transmission of Alzheimer’s Disease May Be Due to Increased Incidence of Depression in Women,Biomedical and Clinical Sciences,Clinical Sciences; Dentistry; Oncology and Carcinogenesis
pub.1165396105,2023,Structure-informed clustering for population stratification in association studies,Biological Sciences; Mathematical Sciences,Genetics; Statistics
pub.1165396808,2023,Low cholesterol levels are associated with increasing risk of plasma cell neoplasm: A UK biobank cohort study,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1165396969,2023,Circulating metabolites and risk of incident dementia: A prospective cohort study,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1165400071,2023,Abbreviated Score to Assess Adherence to the 2018 WCRF/AICR Cancer Prevention Recommendations and Risk of Cancer in the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Health Services and Systems; Oncology and Carcinogenesis; Public Health
pub.1165400217,2024,Genetic Liability to Posttraumatic Stress Disorder Symptoms and Its Association With Cardiometabolic and Respiratory Outcomes,Biological Sciences; Health Sciences,Epidemiology; Genetics; Health Services and Systems
pub.1165436348,2023,"Foods, Nutrients, and Risk of In-Hospital Frailty in Women: Findings from a Large Prospective Cohort Study",Biomedical and Clinical Sciences; Health Sciences,Nutrition and Dietetics; Public Health
pub.1165448327,2023,Combining single-cell RNA sequencing and population-based studies reveals hand osteoarthritis-associated chondrocyte subpopulations and pathways,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165448432,2023,"Associations of screen-based sedentary activities with all cause dementia, Alzheimer’s disease, vascular dementia: a longitudinal study based on 462,524 participants from the UK Biobank",Health Sciences,Health Services and Systems
pub.1165448732,2023,Risk of second primary cancers after a diagnosis of first primary cancer: A pan-cancer analysis and Mendelian randomization study,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Health Services and Systems; Oncology and Carcinogenesis
pub.1165451355,2023,Adherence to a healthy sleep pattern and new-onset acute kidney injury,Health Sciences,Public Health
pub.1165456217,2023,"The interaction of diet, alcohol, genetic predisposition, and the risk of breast cancer: a cohort study from the UK Biobank",Biomedical and Clinical Sciences; Health Sciences,Health Services and Systems; Oncology and Carcinogenesis
pub.1165460114,2023,Frailty and pre-frailty with long-term risk of elderly-onset inflammatory bowel disease: A large-scale prospective cohort study,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Epidemiology
pub.1165462921,2023,An atlas of genetic determinants of forearm fracture,Biological Sciences,Genetics
pub.1165490313,2023,A multi-ancestry genome-wide association study identifies novel candidate loci in the RARB gene associated with hypertensive disorders of pregnancy,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Genetics
pub.1165490331,2023,Body mass index and all-cause mortality in HUNT and UK Biobank studies: revised non-linear Mendelian randomization analyses,Health Sciences,Epidemiology
pub.1165490350,2023,A polygenic risk score identifies undiagnosed cases of diabetes,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Nutrition and Dietetics; Public Health
pub.1165490351,2023,Cardiovascular risk prediction using metabolomic biomarkers and polygenic risk scores: A cohort study and modelling analyses,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1165490403,2023,Fine-mapping causal tissues and genes at disease-associated loci,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics
pub.1165508768,2023,Ethnic-specific associations between body mass index and gastric cancer: a Mendelian randomization study in European and Korean populations,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1165510957,2023,Iron status and non-alcoholic fatty liver disease: A Mendelian randomization study,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1165535479,2023,JointPRS: A Data-Adaptive Framework for Multi-Population Genetic Risk Prediction Incorporating Genetic Correlation,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1165535709,2023,Comparison of body composition measures assessed by bioelectrical impedance analysis versus dual-energy X-ray absorptiometry in UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences
