community,n_authors,mean_ukb_h_index,median_ukb_papers,female_name_share,modal_for_l2,modal_for_l4,modal_institution,modal_country,author_share,cumulative_author_share,top_topics,top_institutions
1018,5,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,China Academy of Chinese Medical Sciences,China,0.007221572280716957,96.83695134104579,Clinical Sciences (100%),China Academy of Chinese Medical Sciences (80%); Peking University (20%)
1019,5,1.0,1.0,0.0,Biological Sciences,Epidemiology,Fujian Medical University,China,0.007221572280716957,96.8441729133265,Epidemiology (100%),Fujian Medical University (80%); First Affiliated Hospital of Fujian Medical University (20%)
1020,5,1.0,1.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Second Affiliated Hospital of Xi'an Jiaotong University,China,0.007221572280716957,96.85139448560722,Epidemiology (100%),Second Affiliated Hospital of Xi'an Jiaotong University (100%)
1021,4,1.0,1.0,100.0,Biomedical and Clinical Sciences,Reproductive Medicine,West China Second University Hospital of Sichuan University,China,0.005777257824573566,96.85717174343179,Reproductive Medicine (100%),West China Second University Hospital of Sichuan University (100%)
1022,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Second Affiliated Hospital of Jilin University,China,0.005777257824573566,96.86294900125637,Nutrition and Dietetics (100%),Second Affiliated Hospital of Jilin University (100%)
1023,4,1.0,1.0,0.0,Health Sciences,Epidemiology,Affiliated Hospital of Zunyi Medical College,China,0.005777257824573566,96.86872625908094,Epidemiology (100%),Affiliated Hospital of Zunyi Medical College (50%); First People’s Hospital of Zunyi (50%)
1024,4,0.0,1.0,0.0,Information and Computing Sciences,Data Management and Data Science,Bennett University,India,0.005777257824573566,96.87450351690552,Data Management and Data Science (100%),Bennett University (75%); University of South Florida (25%)
1025,4,1.25,1.5,50.0,Biomedical and Clinical Sciences,Clinical Sciences,University of Montreal,Canada,0.005777257824573566,96.8802807747301,Clinical Sciences (50%); Neurosciences (50%),University of Montreal (75%); Polytechnique Montréal (25%)
1026,4,0.0,1.0,0.0,Biological Sciences,Genetics,"Department of Gerontology, The First People’s Hospital of Jinzhong, Jinzhong City, China.",China,0.005777257824573566,96.88605803255467,Genetics (100%),"Department of Gerontology, The First People’s Hospital of Jinzhong, Jinzhong City, China. (25%); Department of Neurology, Xiangshui County People’s Hospital, Yancheng, China. (25%); Shanxi Academy of Medical Sciences (25%)"
1027,4,0.0,1.0,0.0,Psychology,Biological Psychology,Institute of Psychology,China,0.005777257824573566,96.89183529037925,Biological Psychology (100%),Institute of Psychology (75%); University of Chinese Academy of Sciences (25%)
1028,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Texas Tech University Health Sciences Center El Paso,United States,0.005777257824573566,96.89761254820382,Nutrition and Dietetics (100%),"Texas Tech University Health Sciences Center El Paso (50%); El Paso, USA (25%); Massachusetts General Hospital (25%)"
1029,4,0.0,1.0,33.333333333333336,Information and Computing Sciences,Statistics,University of Cambridge,Germany,0.005777257824573566,96.9033898060284,Statistics (100%),University of Cambridge (50%); German Center for Neurodegenerative Diseases (25%); Technical University of Munich (25%)
1030,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Peking Union Medical College Hospital,China,0.005777257824573566,96.90916706385298,Cardiovascular Medicine and Haematology (100%),Peking Union Medical College Hospital (100%)
1031,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,Union Hospital Tongji Medical College Huazhong University of Science and Technology,China,0.005777257824573566,96.91494432167755,Pharmacology and Pharmaceutical Sciences (100%),Union Hospital Tongji Medical College Huazhong University of Science and Technology (100%)
1032,4,1.0,1.0,50.0,Biomedical and Clinical Sciences,Clinical Sciences,University of South China,China,0.005777257824573566,96.92072157950213,Clinical Sciences (100%),University of South China (100%)
1033,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,"Emergency Center, Anxi County Hospital, Quanzhou, Fujian, China",China,0.005777257824573566,96.9264988373267,Clinical Sciences (100%),"Emergency Center, Anxi County Hospital, Quanzhou, Fujian, China (100%)"
1034,4,1.0,2.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,Yonsei University,South Korea,0.005777257824573566,96.93227609515128,Clinical Sciences (100%),Yonsei University (50%); Inha University (25%); Inserm (25%)
1035,4,0.5,1.0,0.0,Health Sciences,Epidemiology,南京医科大学公共卫生学院流行病学系，南京 211166,,0.005777257824573566,96.93805335297586,Epidemiology (50%); Machine Learning (50%),南京医科大学公共卫生学院流行病学系，南京 211166 (75%); 宁波大学医学部公共卫生学院，宁波 315211 (25%)
1036,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical and Health Psychology,University of Pennsylvania,United States,0.005777257824573566,96.94383061080043,Clinical and Health Psychology (100%),University of Pennsylvania (75%); University of Delaware (25%)
1037,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Health Services and Systems,Xi'an Jiaotong University,China,0.005777257824573566,96.94960786862501,Health Services and Systems (100%),Xi'an Jiaotong University (100%)
1038,4,1.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Shandong First Medical University & Shandong Academy of Medical Sciences,China,0.005777257824573566,96.95538512644958,Biochemistry and Cell Biology (100%),Shandong First Medical University & Shandong Academy of Medical Sciences (50%); First Affiliated Hospital of Xinjiang Medical University (25%); Shandong Provincial QianFoShan Hospital (25%)
1039,4,1.0,1.0,50.0,Health Sciences,Epidemiology,University of Sheffield,United Kingdom,0.005777257824573566,96.96116238427416,Epidemiology (100%),University of Sheffield (100%)
1040,4,1.0,2.0,50.0,Information and Computing Sciences,"Graphics, Augmented Reality and Games",Max Planck Institute for Intelligent Systems,Germany,0.005777257824573566,96.96693964209874,"Graphics, Augmented Reality and Games (100%)","Max Planck Institute for Intelligent Systems (50%); IMATI-CNR, Milan, Italy (25%); Laboratoire Jean Kuntzmann (25%)"
1041,4,0.0,1.0,0.0,Biological Sciences,Epidemiology,West China Second University Hospital of Sichuan University,China,0.005777257824573566,96.97271689992331,Epidemiology (100%),West China Second University Hospital of Sichuan University (50%); Hong Kong Baptist University (25%); Pudong New Area People's Hospital (25%)
1042,4,0.0,1.0,100.0,Biomedical and Clinical Sciences,Biological Psychology,"Neurowyzr Pte Ltd, Singapore, Singapore, Singapore",Singapore,0.005777257824573566,96.97849415774789,Biological Psychology (100%),"Neurowyzr Pte Ltd, Singapore, Singapore, Singapore (75%); Singapore Brain and Spine Specialist Singapore Brain‐Spine‐Nerves Center, Singapore, Singapore, Singapore (25%)"
1043,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Suining Central Hospital,China,0.005777257824573566,96.98427141557247,Clinical Sciences (100%),Suining Central Hospital (100%)
1044,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,First Affiliated Hospital of Fujian Medical University,China,0.005777257824573566,96.99004867339704,Oncology and Carcinogenesis (100%),First Affiliated Hospital of Fujian Medical University (75%); Fujian Provincial Cancer Hospital (25%)
1045,4,0.0,1.0,33.333333333333336,Biomedical and Clinical Sciences,Clinical Sciences,Springfield College,United States,0.005777257824573566,96.99582593122162,Clinical Sciences (100%),Springfield College (100%)
1046,4,1.0,2.0,0.0,Health Sciences,Epidemiology,Harbin Institute of Technology,China,0.005777257824573566,97.0016031890462,Epidemiology (100%),"Harbin Institute of Technology (50%); Harbin Engineering University (25%); Harbin Huaqiang Power Automation Engineering Company Limited, Harbin, China (25%)"
1047,4,1.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Affiliated Hospital of Southwest Medical University,China,0.005777257824573566,97.00738044687077,Biochemistry and Cell Biology (100%),Affiliated Hospital of Southwest Medical University (75%); Southwest Medical University (25%)
1048,4,0.0,1.0,25.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,The University of Texas Southwestern Medical Center,United States,0.005777257824573566,97.01315770469535,Oncology and Carcinogenesis (100%),The University of Texas Southwestern Medical Center (100%)
1049,4,0.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Longhua Hospital Shanghai University of Traditional Chinese Medicine,China,0.005777257824573566,97.01893496251992,Biochemistry and Cell Biology (100%),Longhua Hospital Shanghai University of Traditional Chinese Medicine (75%); Shanghai University of Medicine and Health Sciences (25%)
1050,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Fujian Medical University,China,0.005777257824573566,97.0247122203445,Cardiovascular Medicine and Haematology (100%),Fujian Medical University (50%); Hubei University of Medicine (50%)
1051,4,1.0,1.0,50.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Fujian Medical University,China,0.005777257824573566,97.03048947816907,Clinical Sciences (100%),First Affiliated Hospital of Fujian Medical University (100%)
1052,4,0.0,1.0,33.333333333333336,Biological Sciences,Genetics,Roslin Institute,United Kingdom,0.005777257824573566,97.03626673599365,Genetics (100%),Roslin Institute (75%); University of Michigan-Ann Arbor (25%)
1053,4,0.0,1.0,50.0,Biomedical and Clinical Sciences,Epidemiology,Jamaica Hospital,United States,0.005777257824573566,97.04204399381823,Epidemiology (100%),Jamaica Hospital (50%); Mount Sinai Medical Center (25%); San Antonio Regional Hospital (25%)
1054,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Guangzhou University of Chinese Medicine,China,0.005777257824573566,97.0478212516428,Clinical Sciences (100%),Guangzhou University of Chinese Medicine (100%)
1055,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,West China Hospital of Sichuan University,China,0.005777257824573566,97.05359850946738,Clinical Sciences (100%),West China Hospital of Sichuan University (100%)
1056,4,1.0,1.0,0.0,Biological Sciences,Genetics,Chongqing University,China,0.005777257824573566,97.05937576729195,Genetics (100%),Chongqing University (100%)
1057,4,0.0,2.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Shanghai Sixth People's Hospital,China,0.005777257824573566,97.06515302511653,Clinical Sciences (100%),Shanghai Sixth People's Hospital (75%); Chinese PLA General Hospital (25%)
1058,4,1.0,2.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Jiangsu Province Hospital,China,0.005777257824573566,97.0709302829411,Clinical Sciences (100%),Jiangsu Province Hospital (75%); Nanjing Medical University (25%)
1059,4,1.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,First Affiliated Hospital of Zhengzhou University,China,0.005777257824573566,97.07670754076568,Biochemistry and Cell Biology (100%),First Affiliated Hospital of Zhengzhou University (50%); Third Affiliated Hospital of Sun Yat-sen University (50%)
1060,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Hubei University of Medicine,China,0.005777257824573566,97.08248479859026,Ophthalmology and Optometry (100%),Hubei University of Medicine (75%); Hubei University of Chinese Medicine (25%)
1061,4,1.0,1.0,75.0,Biomedical and Clinical Sciences,Clinical Sciences,Nova Southeastern University,Spain,0.005777257824573566,97.08826205641483,Clinical Sciences (100%),Nova Southeastern University (50%); Valencia Catholic University Saint Vincent Martyr (50%)
1062,4,1.5,1.5,0.0,Biological Sciences,Epidemiology,Peking Union Medical College Hospital,China,0.005777257824573566,97.09403931423941,Epidemiology (75%); Genetics (25%),Peking Union Medical College Hospital (100%)
1063,4,0.0,1.0,0.0,Biological Sciences,Genetics,Nationwide Children's Hospital,United States,0.005777257824573566,97.09981657206399,Genetics (100%),Nationwide Children's Hospital (100%)
1064,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Reproductive Medicine,Ministry of Education of the People's Republic of China,China,0.005777257824573566,97.10559382988856,Reproductive Medicine (100%),Ministry of Education of the People's Republic of China (100%)
1065,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,China-Japan Friendship Hospital,China,0.005777257824573566,97.11137108771314,Cardiovascular Medicine and Haematology (100%),China-Japan Friendship Hospital (100%)
1066,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Second Affiliated Hospital of Chongqing Medical University,China,0.005777257824573566,97.11714834553771,Clinical Sciences (100%),Second Affiliated Hospital of Chongqing Medical University (100%)
1067,4,0.0,1.0,50.0,Biomedical and Clinical Sciences,Public Health,"University of California, Irvine",United States,0.005777257824573566,97.12292560336229,Public Health (100%),"University of California, Irvine (100%)"
1068,4,1.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Nanjing University,China,0.005777257824573566,97.12870286118687,Biochemistry and Cell Biology (100%),Nanjing University (75%); The Second Affiliated Hospital of Nanjing Medical University (25%)
1069,4,1.0,1.0,0.0,Health Sciences,Epidemiology,,,0.005777257824573566,97.13448011901144,Epidemiology (100%),
1070,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Second Affiliated Hospital of Zhengzhou University,China,0.005777257824573566,97.14025737683602,Clinical Sciences (100%),Second Affiliated Hospital of Zhengzhou University (100%)
1071,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Shanghai Jiao Tong University,China,0.005777257824573566,97.1460346346606,Clinical Sciences (100%),Shanghai Jiao Tong University (100%)
1072,4,1.25,1.5,75.0,Psychology,Biological Psychology,Universidade de São Paulo,Brazil,0.005777257824573566,97.15181189248517,Biological Psychology (75%); Clinical Sciences (25%),Universidade de São Paulo (100%)
1073,4,1.0,1.0,100.0,Health Sciences,Epidemiology,Shanghai Tenth People's Hospital,China,0.005777257824573566,97.15758915030975,Epidemiology (100%),Shanghai Tenth People's Hospital (100%)
1074,4,1.0,1.0,33.333333333333336,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Rowan University,United States,0.005777257824573566,97.16336640813432,Cardiovascular Medicine and Haematology (100%),"Rowan University (75%); Rutgers, The State University of New Jersey (25%)"
1075,4,1.75,2.0,33.333333333333336,Health Sciences,Public Health,Energy Institute,United Kingdom,0.005777257824573566,97.1691436659589,Public Health (100%),Energy Institute (100%)
1076,4,1.0,1.0,66.66666666666667,Information and Computing Sciences,Machine Learning,"Coral Genomics, Inc., 953 Indiana St., San Francisco, CA 94107, USA;, chloe@coralgenomics.com, (C.K.H.);, kasey@coralgenomics.com, (K.N.D.)",United States,0.005777257824573566,97.17492092378347,Machine Learning (100%),"Coral Genomics, Inc., 953 Indiana St., San Francisco, CA 94107, USA;, chloe@coralgenomics.com, (C.K.H.);, kasey@coralgenomics.com, (K.N.D.) (75%); University of California, Santa Cruz (25%)"
1077,4,2.0,2.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,ShenZhen People’s Hospital,China,0.005777257824573566,97.18069818160805,Clinical Sciences (100%),ShenZhen People’s Hospital (100%)
1078,4,0.0,1.0,0.0,Health Sciences,Epidemiology,Qinghai University,China,0.005777257824573566,97.18647543943263,Epidemiology (100%),Qinghai University (100%)
1079,4,1.0,1.0,0.0,Biological Sciences,Epidemiology,Shanghai Jiao Tong University,China,0.005777257824573566,97.1922526972572,Epidemiology (100%),Shanghai Jiao Tong University (75%); West China Hospital of Sichuan University (25%)
1080,4,1.5,1.5,0.0,Biomedical and Clinical Sciences,Epidemiology,Hubei University of Medicine,China,0.005777257824573566,97.19802995508178,Epidemiology (50%); Nutrition and Dietetics (50%),Hubei University of Medicine (50%); Zhongnan Hospital of Wuhan University (50%)
1081,4,1.0,1.0,50.0,Biomedical and Clinical Sciences,Biological Psychology,Ospedale Policlinico San Martino,Italy,0.005777257824573566,97.20380721290636,Biological Psychology (100%),Ospedale Policlinico San Martino (100%)
1082,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Yuhuangding Hospital,China,0.005777257824573566,97.20958447073093,Clinical Sciences (100%),Yuhuangding Hospital (100%)
1083,4,1.0,1.0,50.0,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Kangwon National University,South Korea,0.005777257824573566,97.21536172855551,Medical Biochemistry and Metabolomics (100%),Kangwon National University (75%); Hallym University (25%)
1084,4,0.0,1.0,0.0,Biological Sciences,Epidemiology,苏州大学附属第一医院妇产科，苏州 215006,,0.005777257824573566,97.22113898638008,Epidemiology (100%),苏州大学附属第一医院妇产科，苏州 215006 (100%)
1085,4,3.0,3.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Xiangya Hospital Central South University,China,0.005777257824573566,97.22691624420466,Clinical Sciences (100%),Xiangya Hospital Central South University (100%)
1086,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Wenzhou Medical University,China,0.005777257824573566,97.23269350202924,Epidemiology (100%),Wenzhou Medical University (100%)
1087,4,1.5,3.5,0.0,Health Sciences,Public Health,ETH Zurich,Switzerland,0.005777257824573566,97.23847075985381,Public Health (100%),ETH Zurich (100%)
1088,4,1.0,2.0,0.0,Biomedical and Clinical Sciences,Epidemiology,First Affiliated Hospital of Wenzhou Medical University,China,0.005777257824573566,97.24424801767839,Epidemiology (100%),First Affiliated Hospital of Wenzhou Medical University (100%)
1089,4,1.0,1.5,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Capital Medical University,China,0.005777257824573566,97.25002527550296,Cardiovascular Medicine and Haematology (100%),Capital Medical University (100%)
1090,4,1.0,1.0,0.0,Biological Sciences,Epidemiology,First Hospital of Jilin University,China,0.005777257824573566,97.25580253332754,Epidemiology (100%),First Hospital of Jilin University (75%); Second Affiliated Hospital of Jilin University (25%)
1091,4,0.0,1.0,0.0,Health Sciences,Epidemiology,Ministry of Education (China Medical University,,0.005777257824573566,97.26157979115212,Epidemiology (100%),Ministry of Education (China Medical University (100%)
1092,4,0.0,1.0,0.0,Health Sciences,Epidemiology,Yan'an University,China,0.005777257824573566,97.26735704897669,Epidemiology (100%),Yan'an University (75%); Nanchang University (25%)
1093,4,1.0,1.0,0.0,Health Sciences,Epidemiology,Zhejiang University,China,0.005777257824573566,97.27313430680127,Epidemiology (100%),Zhejiang University (100%)
1094,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Guangzhou University of Chinese Medicine,China,0.005777257824573566,97.27891156462584,Clinical Sciences (100%),Guangzhou University of Chinese Medicine (100%)
1095,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Second Affiliated Hospital of Chongqing Medical University,China,0.005777257824573566,97.28468882245042,Clinical Sciences (100%),Second Affiliated Hospital of Chongqing Medical University (100%)
1096,4,1.0,1.0,0.0,Psychology,Biological Psychology,Tianjin University of Commerce,China,0.005777257824573566,97.290466080275,Biological Psychology (100%),Tianjin University of Commerce (75%); Tianjin Medical University General Hospital (25%)
1097,4,1.0,2.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Kunming Medical University,China,0.005777257824573566,97.29624333809957,Cardiovascular Medicine and Haematology (100%),Kunming Medical University (75%); Peking University (25%)
1098,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,First Affiliated Hospital of Shantou University Medical College,China,0.005777257824573566,97.30202059592415,Cardiovascular Medicine and Haematology (100%),First Affiliated Hospital of Shantou University Medical College (75%); Second Affiliated Hospital of Shantou University Medical College (25%)
1099,4,1.0,1.0,0.0,Biological Sciences,Genetics,University of Victoria,Canada,0.005777257824573566,97.30779785374872,Genetics (100%),University of Victoria (50%); Hebei University of Technology (25%); University of Saskatchewan (25%)
1100,4,1.0,2.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,University of Stirling,United Kingdom,0.005777257824573566,97.3135751115733,Clinical Sciences (100%),University of Stirling (100%)
1101,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Soochow University,China,0.005777257824573566,97.31935236939788,Clinical Sciences (100%),Soochow University (75%); First Affiliated Hospital of Soochow University (25%)
1102,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Anhui Medical University,China,0.005777257824573566,97.32512962722245,Clinical Sciences (100%),First Affiliated Hospital of Anhui Medical University (50%); The People's Hospital Tongling (50%)
1103,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Beijing Tongren Hospital,China,0.005777257824573566,97.33090688504703,Clinical Sciences (100%),Beijing Tongren Hospital (100%)
1104,4,0.0,1.0,0.0,Health Sciences,Epidemiology,Nanjing University of Chinese Medicine,China,0.005777257824573566,97.3366841428716,Epidemiology (100%),Nanjing University of Chinese Medicine (100%)
1105,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Affiliated Hospital of Guangdong Medical University,China,0.005777257824573566,97.34246140069618,Cardiovascular Medicine and Haematology (100%),Affiliated Hospital of Guangdong Medical University (100%)
1106,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Xi'an Jiaotong University,China,0.005777257824573566,97.34823865852076,Clinical Sciences (100%),"Xi'an Jiaotong University (50%); Air Force Medical University (25%); Department of Orthopedic Surgery, Xi’an Fifth Hospital, Xi’an, Shaanxi, China (25%)"
1107,4,0.0,1.0,0.0,Biological Sciences,Epidemiology,Peking Union Medical College Hospital,China,0.005777257824573566,97.35401591634533,Epidemiology (100%),Peking Union Medical College Hospital (50%); University of Glasgow (50%)
1108,4,1.0,1.0,0.0,Psychology,Clinical and Health Psychology,Southern Connecticut State University,United States,0.005777257824573566,97.35979317416991,Clinical and Health Psychology (100%),Southern Connecticut State University (75%); Massachusetts General Hospital (25%)
1109,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Ministry of Education of the People's Republic of China,China,0.005777257824573566,97.36557043199448,Cardiovascular Medicine and Haematology (100%),Ministry of Education of the People's Republic of China (75%); Jilin University (25%)
1110,4,0.0,2.0,33.333333333333336,Biological Sciences,Epidemiology,University of Pittsburgh,United States,0.005777257824573566,97.37134768981906,Epidemiology (100%),University of Pittsburgh (100%)
1111,4,1.0,1.0,0.0,Health Sciences,Public Health,Hanyang University,South Korea,0.005777257824573566,97.37712494764364,Public Health (100%),Hanyang University (50%); Sejong University (50%)
1112,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Capital Medical University,China,0.005777257824573566,97.38290220546821,Clinical Sciences (100%),Capital Medical University (75%); Beijing University of Chinese Medicine (25%)
1113,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Shandong University of Traditional Chinese Medicine,China,0.005777257824573566,97.38867946329279,Cardiovascular Medicine and Haematology (100%),Shandong University of Traditional Chinese Medicine (75%); Affiliated Hospital of Shandong University of Traditional Chinese Medicine (25%)
1114,4,1.0,1.0,100.0,Health Sciences,Epidemiology,Shanxi Medical University,China,0.005777257824573566,97.39445672111736,Epidemiology (100%),Shanxi Medical University (100%)
1115,4,0.0,1.0,33.333333333333336,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Cincinnati,United States,0.005777257824573566,97.40023397894194,Oncology and Carcinogenesis (100%),University of Cincinnati (100%)
1116,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Boston University,United States,0.005777257824573566,97.40601123676652,Ophthalmology and Optometry (100%),Boston University (75%); Thomas Jefferson University Hospital (25%)
1117,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,First Hospital of Jilin University,China,0.005777257824573566,97.4117884945911,Cardiovascular Medicine and Haematology (100%),First Hospital of Jilin University (50%); Jilin University (50%)
1118,4,1.0,1.0,50.0,Biomedical and Clinical Sciences,Immunology,Institut Gustave Roussy,France,0.005777257824573566,97.41756575241567,Immunology (100%),Institut Gustave Roussy (100%)
1119,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Xi'an Jiaotong University,China,0.005777257824573566,97.42334301024025,Epidemiology (100%),Xi'an Jiaotong University (100%)
1120,4,1.5,1.5,75.0,Health Sciences,Epidemiology,Erasmus MC,Netherlands,0.005777257824573566,97.42912026806482,Epidemiology (100%),Erasmus MC (75%); Harvard University (25%)
1121,4,1.0,1.0,0.0,Biological Sciences,Epidemiology,Jiangsu Province Hospital,China,0.005777257824573566,97.4348975258894,Epidemiology (100%),Jiangsu Province Hospital (100%)
1122,4,1.0,1.0,25.0,Health Sciences,Epidemiology,German Center for Diabetes Research,Germany,0.005777257824573566,97.44067478371397,Epidemiology (100%),German Center for Diabetes Research (50%); Emory University (25%); Helmholtz Zentrum München (25%)
1123,4,1.75,2.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Affiliated Hospital of Southwest Medical University,China,0.005777257824573566,97.44645204153855,Epidemiology (100%),Affiliated Hospital of Southwest Medical University (75%); Southwest Medical University (25%)
1124,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,West China Hospital of Sichuan University,China,0.005777257824573566,97.45222929936313,Clinical Sciences (100%),West China Hospital of Sichuan University (100%)
1125,4,0.0,1.0,66.66666666666667,Health Sciences,Clinical and Health Psychology,UNSW Sydney,Australia,0.005777257824573566,97.4580065571877,Clinical and Health Psychology (100%),UNSW Sydney (100%)
1126,4,1.0,1.0,0.0,Engineering,Electrical Engineering,KIIT University,India,0.005777257824573566,97.46378381501228,Electrical Engineering (100%),KIIT University (50%); King Faisal University (50%)
1127,4,0.0,1.0,0.0,Health Sciences,Epidemiology,Qilu Hospital of Shandong University,China,0.005777257824573566,97.46956107283685,Epidemiology (100%),Qilu Hospital of Shandong University (100%)
1128,4,1.0,1.0,100.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,"Madanapalle Institute of Technology &#x0026; Science,Department of CSE - Data Science,Madanapalle,Andhra Pradesh,India",India,0.005777257824573566,97.47533833066143,Oncology and Carcinogenesis (100%),"Madanapalle Institute of Technology &#x0026; Science,Department of CSE - Data Science,Madanapalle,Andhra Pradesh,India (50%); School of Computing, Mohan Babu University,Department of CSE (AIML),Tirupati,Andhra Pradesh,India,517102 (25%); Sri Venkateswara College of Engineering,Department of CSE (Cybersecurity),Tirupati,Andhra Pradesh,India (25%)"
1129,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Chengdu University of Traditional Chinese Medicine,China,0.005777257824573566,97.481115588486,Clinical Sciences (100%),Chengdu University of Traditional Chinese Medicine (100%)
1130,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Immunology,Tianjin Medical University,China,0.005777257824573566,97.48689284631058,Immunology (100%),Tianjin Medical University (100%)
1131,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Zunyi Medical University,China,0.005777257824573566,97.49267010413516,Clinical Sciences (100%),Zunyi Medical University (100%)
1132,4,1.0,1.0,0.0,Health Sciences,Epidemiology,Yancheng Third People's Hospital,China,0.005777257824573566,97.49844736195973,Epidemiology (100%),Yancheng Third People's Hospital (100%)
1133,4,0.0,1.0,0.0,Health Sciences,Epidemiology,南京医科大学第一附属医院骨科，南京 210029,,0.005777257824573566,97.50422461978431,Epidemiology (100%),南京医科大学第一附属医院骨科，南京 210029 (100%)
1134,4,1.0,1.0,100.0,Biomedical and Clinical Sciences,Allied Health and Rehabilitation Science,Nanjing Medical University,China,0.005777257824573566,97.51000187760889,Allied Health and Rehabilitation Science (100%),Nanjing Medical University (50%); Children's Hospital of Fudan University (25%); Tongji University (25%)
1135,4,1.0,2.0,100.0,Biological Sciences,Bioinformatics and Computational Biology,"Amway R&D Center, Nutrilite Health Institute, Building 6, No.720, Cailun Road, Pudong New Area, 201203, Shanghai, China",China,0.005777257824573566,97.51577913543346,Bioinformatics and Computational Biology (100%),"Amway R&D Center, Nutrilite Health Institute, Building 6, No.720, Cailun Road, Pudong New Area, 201203, Shanghai, China (50%); Guangzhou Medical University (50%)"
